bitcoin-wallet-7.07-prod,WalletActivity$QuickReturnBehavior,WalletActivity$QuickReturnBehavior,Service Provider,wallet.ui,wallet.ui.WalletActivity$QuickReturnBehavior
bitcoin-wallet-7.07-prod,WalletActivityViewModel,WalletActivityViewModel,Information Holder,wallet.ui,wallet.ui.WalletActivityViewModel
bitcoin-wallet-7.07-prod,WalletActivityViewModel$EnterAnimationState,WalletActivityViewModel$EnterAnimationState,Information Holder,wallet.ui,wallet.ui.WalletActivityViewModel$EnterAnimationState
bitcoin-wallet-7.07-prod,WalletActivityViewModel$WalletEncryptedLiveData,WalletActivityViewModel$WalletEncryptedLiveData,Service Provider,wallet.ui,wallet.ui.WalletActivityViewModel$WalletEncryptedLiveData
bitcoin-wallet-7.07-prod,WalletActivityViewModel$WalletLegacyFallbackLiveData,WalletActivityViewModel$WalletLegacyFallbackLiveData,Information Holder,wallet.ui,wallet.ui.WalletActivityViewModel$WalletLegacyFallbackLiveData
bitcoin-wallet-7.07-prod,WalletAddressDialogFragment,WalletAddressDialogFragment,Interfacer,wallet.ui,wallet.ui.WalletAddressDialogFragment
bitcoin-wallet-7.07-prod,WalletAddressFragment,WalletAddressFragment,Interfacer,wallet.ui,wallet.ui.WalletAddressFragment
bitcoin-wallet-7.07-prod,WalletAddressViewModel,WalletAddressViewModel,Service Provider,wallet.ui,wallet.ui.WalletAddressViewModel
bitcoin-wallet-7.07-prod,WalletAddressViewModel$CurrentAddressLiveData,WalletAddressViewModel$CurrentAddressLiveData,Information Holder,wallet.ui,wallet.ui.WalletAddressViewModel$CurrentAddressLiveData
bitcoin-wallet-7.07-prod,WalletAddressesAdapter,WalletAddressesAdapter,Structurer,wallet.ui,wallet.ui.WalletAddressesAdapter
bitcoin-wallet-7.07-prod,WalletAddressesFragment,WalletAddressesFragment,Interfacer,wallet.ui,wallet.ui.WalletAddressesFragment
bitcoin-wallet-7.07-prod,WalletAddressesViewModel,WalletAddressesViewModel,Information Holder,wallet.ui,wallet.ui.WalletAddressesViewModel
bitcoin-wallet-7.07-prod,WalletAddressesViewModel$ImportedAddressesLiveData,WalletAddressesViewModel$ImportedAddressesLiveData,Information Holder,wallet.ui,wallet.ui.WalletAddressesViewModel$ImportedAddressesLiveData
bitcoin-wallet-7.07-prod,WalletAddressesViewModel$IssuedReceiveAddressesLiveData,WalletAddressesViewModel$IssuedReceiveAddressesLiveData,Information Holder,wallet.ui,wallet.ui.WalletAddressesViewModel$IssuedReceiveAddressesLiveData
bitcoin-wallet-7.07-prod,WalletBalanceFragment,WalletBalanceFragment,Interfacer,wallet.ui,wallet.ui.WalletBalanceFragment
bitcoin-wallet-7.07-prod,WalletBalanceViewModel,WalletBalanceViewModel,Information Holder,wallet.ui,wallet.ui.WalletBalanceViewModel
bitcoin-wallet-7.07-prod,WalletDisclaimerFragment,WalletDisclaimerFragment,Interfacer,wallet.ui,wallet.ui.WalletDisclaimerFragment
bitcoin-wallet-7.07-prod,WalletDisclaimerViewModel,WalletDisclaimerViewModel,Information Holder,wallet.ui,wallet.ui.WalletDisclaimerViewModel
bitcoin-wallet-7.07-prod,WalletDisclaimerViewModel$DisclaimerEnabledLiveData,WalletDisclaimerViewModel$DisclaimerEnabledLiveData,Information Holder,wallet.ui,wallet.ui.WalletDisclaimerViewModel$DisclaimerEnabledLiveData
bitcoin-wallet-7.07-prod,WalletTransactionsFragment,WalletTransactionsFragment,Interfacer,wallet.ui,wallet.ui.WalletTransactionsFragment
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel,WalletTransactionsViewModel,Interfacer,wallet.ui,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$Direction,WalletTransactionsViewModel$Direction,Information Holder,wallet.ui,wallet.ui.WalletTransactionsViewModel$Direction
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$TransactionsConfidenceLiveData,WalletTransactionsViewModel$TransactionsConfidenceLiveData,Information Holder,wallet.ui,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$TransactionsLiveData,WalletTransactionsViewModel$TransactionsLiveData,Information Holder,wallet.ui,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,BackupWalletActivity,BackupWalletActivity,Service Provider,wallet.ui.backup,wallet.ui.backup.BackupWalletActivity
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment,BackupWalletDialogFragment,Interfacer,wallet.ui.backup,wallet.ui.backup.BackupWalletDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment$ErrorDialogFragment,BackupWalletDialogFragment$ErrorDialogFragment,Coordinator,wallet.ui.backup,wallet.ui.backup.BackupWalletDialogFragment$ErrorDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment$SuccessDialogFragment,BackupWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,wallet.ui.backup.BackupWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletViewModel,BackupWalletViewModel,Information Holder,wallet.ui.backup,wallet.ui.backup.BackupWalletViewModel
bitcoin-wallet-7.07-prod,FileAdapter,FileAdapter,Structurer,wallet.ui.backup,wallet.ui.backup.FileAdapter
bitcoin-wallet-7.07-prod,ImportDialogButtonEnablerListener,ImportDialogButtonEnablerListener,Service Provider,wallet.ui.backup,wallet.ui.backup.ImportDialogButtonEnablerListener
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment,RestoreWalletDialogFragment,Interfacer,wallet.ui.backup,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$FailureDialogFragment,RestoreWalletDialogFragment$FailureDialogFragment,Coordinator,wallet.ui.backup,wallet.ui.backup.RestoreWalletDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$PermissionDeniedDialogFragment,RestoreWalletDialogFragment$PermissionDeniedDialogFragment,Service Provider,wallet.ui.backup,wallet.ui.backup.RestoreWalletDialogFragment$PermissionDeniedDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$SuccessDialogFragment,RestoreWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,wallet.ui.backup.RestoreWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalActivity,RestoreWalletFromExternalActivity,Service Provider,wallet.ui.backup,wallet.ui.backup.RestoreWalletFromExternalActivity
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment,RestoreWalletFromExternalDialogFragment,Interfacer,wallet.ui.backup,wallet.ui.backup.RestoreWalletFromExternalDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment$FailureDialogFragment,RestoreWalletFromExternalDialogFragment$FailureDialogFragment,Interfacer,wallet.ui.backup,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment$SuccessDialogFragment,RestoreWalletFromExternalDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletViewModel,RestoreWalletViewModel,Information Holder,wallet.ui.backup,wallet.ui.backup.RestoreWalletViewModel
bitcoin-wallet-7.07-prod,BlockListAdapter,BlockListAdapter,Structurer,wallet.ui.monitor,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,BlockListAdapter$ListItem,BlockListAdapter$ListItem,Structurer,wallet.ui.monitor,wallet.ui.monitor.BlockListAdapter$ListItem
bitcoin-wallet-7.07-prod,BlockListAdapter$OnClickListener,BlockListAdapter$OnClickListener,Service Provider,wallet.ui.monitor,wallet.ui.monitor.BlockListAdapter$OnClickListener
bitcoin-wallet-7.07-prod,BlockListAdapter$ViewHolder,BlockListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,wallet.ui.monitor.BlockListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,BlockListFragment,BlockListFragment,Interfacer,wallet.ui.monitor,wallet.ui.monitor.BlockListFragment
bitcoin-wallet-7.07-prod,BlockListViewModel,BlockListViewModel,Information Holder,wallet.ui.monitor,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.07-prod,BlockListViewModel$BlocksLiveData,BlockListViewModel$BlocksLiveData,Information Holder,wallet.ui.monitor,wallet.ui.monitor.BlockListViewModel$BlocksLiveData
bitcoin-wallet-7.07-prod,BlockListViewModel$TransactionsLiveData,BlockListViewModel$TransactionsLiveData,Information Holder,wallet.ui.monitor,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,NetworkMonitorActivity,NetworkMonitorActivity,Interfacer,wallet.ui.monitor,wallet.ui.monitor.NetworkMonitorActivity
bitcoin-wallet-7.07-prod,NetworkMonitorActivity$PagerAdapter,NetworkMonitorActivity$PagerAdapter,Information Holder,wallet.ui.monitor,wallet.ui.monitor.NetworkMonitorActivity$PagerAdapter
bitcoin-wallet-7.07-prod,PeerListAdapter,PeerListAdapter,Structurer,wallet.ui.monitor,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.07-prod,PeerListAdapter$ListItem,PeerListAdapter$ListItem,Information Holder,wallet.ui.monitor,wallet.ui.monitor.PeerListAdapter$ListItem
bitcoin-wallet-7.07-prod,PeerListAdapter$ViewHolder,PeerListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,wallet.ui.monitor.PeerListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,PeerListFragment,PeerListFragment,Interfacer,wallet.ui.monitor,wallet.ui.monitor.PeerListFragment
bitcoin-wallet-7.07-prod,PeerListViewModel,PeerListViewModel,Information Holder,wallet.ui.monitor,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.07-prod,PeerListViewModel$HostnamesLiveData,PeerListViewModel$HostnamesLiveData,Information Holder,wallet.ui.monitor,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData
bitcoin-wallet-7.07-prod,PeerListViewModel$PeersLiveData,PeerListViewModel$PeersLiveData,Information Holder,wallet.ui.monitor,wallet.ui.monitor.PeerListViewModel$PeersLiveData
bitcoin-wallet-7.07-prod,AboutFragment,AboutFragment,Coordinator,wallet.ui.preference,wallet.ui.preference.AboutFragment
bitcoin-wallet-7.07-prod,DiagnosticsFragment,DiagnosticsFragment,Interfacer,wallet.ui.preference,wallet.ui.preference.DiagnosticsFragment
bitcoin-wallet-7.07-prod,ExtendedPublicKeyFragment,ExtendedPublicKeyFragment,Interfacer,wallet.ui.preference,wallet.ui.preference.ExtendedPublicKeyFragment
bitcoin-wallet-7.07-prod,PreferenceActivity,PreferenceActivity,Service Provider,wallet.ui.preference,wallet.ui.preference.PreferenceActivity
bitcoin-wallet-7.07-prod,ResolveDnsTask,ResolveDnsTask,Service Provider,wallet.ui.preference,wallet.ui.preference.ResolveDnsTask
bitcoin-wallet-7.07-prod,SettingsFragment,SettingsFragment,Interfacer,wallet.ui.preference,wallet.ui.preference.SettingsFragment
bitcoin-wallet-7.07-prod,CameraManager,CameraManager,Information Holder,wallet.ui.scan,wallet.ui.scan.CameraManager
