bitcoin-wallet-7.07-prod,AbstractWalletActivity,Coordinator,wallet.ui,,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,AddressAndLabel,Service Provider,wallet.ui,,wallet.ui.AddressAndLabel
bitcoin-wallet-7.07-prod,AddressBookActivity,Coordinator,wallet.ui,,wallet.ui.AddressBookActivity
bitcoin-wallet-7.07-prod,AddressBookActivity$TwoFragmentAdapter,Information Holder,wallet.ui,,wallet.ui.AddressBookActivity$TwoFragmentAdapter
bitcoin-wallet-7.07-prod,AlertDialogsFragment,Interfacer,wallet.ui,,wallet.ui.AlertDialogsFragment
bitcoin-wallet-7.07-prod,BitmapFragment,Coordinator,wallet.ui,,wallet.ui.BitmapFragment
bitcoin-wallet-7.07-prod,CircularProgressView,Interfacer,wallet.ui,,wallet.ui.CircularProgressView
bitcoin-wallet-7.07-prod,CurrencyAmountView,Interfacer,wallet.ui,,wallet.ui.CurrencyAmountView
bitcoin-wallet-7.07-prod,CurrencyAmountView$Listener,Service Provider,wallet.ui,,wallet.ui.CurrencyAmountView$Listener
bitcoin-wallet-7.07-prod,CurrencyAmountView$TextViewListener,Service Provider,wallet.ui,,wallet.ui.CurrencyAmountView$TextViewListener
bitcoin-wallet-7.07-prod,CurrencyCalculatorLink,Information Holder,wallet.ui,,wallet.ui.CurrencyCalculatorLink
bitcoin-wallet-7.07-prod,CurrencySymbolDrawable,Information Holder,wallet.ui,,wallet.ui.CurrencySymbolDrawable
bitcoin-wallet-7.07-prod,CurrencyTextView,Interfacer,wallet.ui,,wallet.ui.CurrencyTextView
bitcoin-wallet-7.07-prod,DialogBuilder,Service Provider,wallet.ui,,wallet.ui.DialogBuilder
bitcoin-wallet-7.07-prod,DividerItemDecoration,Interfacer,wallet.ui,,wallet.ui.DividerItemDecoration
bitcoin-wallet-7.07-prod,EditAddressBookEntryFragment,Interfacer,wallet.ui,,wallet.ui.EditAddressBookEntryFragment
bitcoin-wallet-7.07-prod,EncryptKeysDialogFragment,Interfacer,wallet.ui,,wallet.ui.EncryptKeysDialogFragment
bitcoin-wallet-7.07-prod,EncryptKeysDialogFragment$State,Information Holder,wallet.ui,,wallet.ui.EncryptKeysDialogFragment$State
bitcoin-wallet-7.07-prod,Event,Information Holder,wallet.ui,,wallet.ui.Event
bitcoin-wallet-7.07-prod,Event$Observer,Service Provider,wallet.ui,,wallet.ui.Event$Observer
bitcoin-wallet-7.07-prod,ExchangeRatesActivity,Service Provider,wallet.ui,,wallet.ui.ExchangeRatesActivity
bitcoin-wallet-7.07-prod,ExchangeRatesAdapter,Structurer,wallet.ui,,wallet.ui.ExchangeRatesAdapter
bitcoin-wallet-7.07-prod,ExchangeRatesAdapter$ListItem,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesAdapter$ListItem
bitcoin-wallet-7.07-prod,ExchangeRatesAdapter$OnClickListener,Service Provider,wallet.ui,,wallet.ui.ExchangeRatesAdapter$OnClickListener
bitcoin-wallet-7.07-prod,ExchangeRatesAdapter$ViewHolder,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesAdapter$ViewHolder
bitcoin-wallet-7.07-prod,ExchangeRatesFragment,Interfacer,wallet.ui,,wallet.ui.ExchangeRatesFragment
bitcoin-wallet-7.07-prod,ExchangeRatesViewModel,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesViewModel
bitcoin-wallet-7.07-prod,ExchangeRatesViewModel$ExchangeRatesLiveData,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesViewModel$ExchangeRatesLiveData
bitcoin-wallet-7.07-prod,FancyListFragment,Interfacer,wallet.ui,,wallet.ui.FancyListFragment
bitcoin-wallet-7.07-prod,HelpDialogFragment,Coordinator,wallet.ui,,wallet.ui.HelpDialogFragment
bitcoin-wallet-7.07-prod,InputParser,Service Provider,wallet.ui,,wallet.ui.InputParser
bitcoin-wallet-7.07-prod,InputParser$BinaryInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$BinaryInputParser
bitcoin-wallet-7.07-prod,InputParser$StreamInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$StreamInputParser
bitcoin-wallet-7.07-prod,InputParser$StringInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$StringInputParser
bitcoin-wallet-7.07-prod,MaybeMaintenanceFragment,Coordinator,wallet.ui,,wallet.ui.MaybeMaintenanceFragment
bitcoin-wallet-7.07-prod,MaybeMaintenanceViewModel,Information Holder,wallet.ui,,wallet.ui.MaybeMaintenanceViewModel
bitcoin-wallet-7.07-prod,MaybeMaintenanceViewModel$WalletMaintenanceRecommendedLiveData,Information Holder,wallet.ui,,wallet.ui.MaybeMaintenanceViewModel$WalletMaintenanceRecommendedLiveData
bitcoin-wallet-7.07-prod,ProgressDialogFragment,Service Provider,wallet.ui,,wallet.ui.ProgressDialogFragment
bitcoin-wallet-7.07-prod,ProgressDialogFragment$Observer,Service Provider,wallet.ui,,wallet.ui.ProgressDialogFragment$Observer
bitcoin-wallet-7.07-prod,ReportIssueDialogBuilder,Service Provider,wallet.ui,,wallet.ui.ReportIssueDialogBuilder
bitcoin-wallet-7.07-prod,ReportIssueDialogFragment,Interfacer,wallet.ui,,wallet.ui.ReportIssueDialogFragment
bitcoin-wallet-7.07-prod,ReportIssueViewModel,Information Holder,wallet.ui,,wallet.ui.ReportIssueViewModel
bitcoin-wallet-7.07-prod,RequestCoinsActivity,Coordinator,wallet.ui,,wallet.ui.RequestCoinsActivity
bitcoin-wallet-7.07-prod,RequestCoinsActivityViewModel,Information Holder,wallet.ui,,wallet.ui.RequestCoinsActivityViewModel
bitcoin-wallet-7.07-prod,RequestCoinsFragment,Interfacer,wallet.ui,,wallet.ui.RequestCoinsFragment
bitcoin-wallet-7.07-prod,RequestCoinsViewModel,Interfacer,wallet.ui,,wallet.ui.RequestCoinsViewModel
bitcoin-wallet-7.07-prod,RequestCoinsViewModel$FreshReceiveAddressLiveData,Information Holder,wallet.ui,,wallet.ui.RequestCoinsViewModel$FreshReceiveAddressLiveData
bitcoin-wallet-7.07-prod,SendCoinsQrActivity,Interfacer,wallet.ui,,wallet.ui.SendCoinsQrActivity
bitcoin-wallet-7.07-prod,SendingAddressesFragment,Interfacer,wallet.ui,,wallet.ui.SendingAddressesFragment
bitcoin-wallet-7.07-prod,SendingAddressesViewModel,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel
bitcoin-wallet-7.07-prod,SendingAddressesViewModel$AddressesToExcludeLiveData,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel$AddressesToExcludeLiveData
bitcoin-wallet-7.07-prod,SendingAddressesViewModel$ClipLiveData,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel$ClipLiveData
bitcoin-wallet-7.07-prod,ShowPasswordCheckListener,Service Provider,wallet.ui,,wallet.ui.ShowPasswordCheckListener
bitcoin-wallet-7.07-prod,StickToTopLinearLayoutManager,Service Provider,wallet.ui,,wallet.ui.StickToTopLinearLayoutManager
bitcoin-wallet-7.07-prod,TransactionsAdapter,Controller,wallet.ui,,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.07-prod,TransactionsAdapter$ChangeType,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$ChangeType
bitcoin-wallet-7.07-prod,TransactionsAdapter$ItemAnimator,Service Provider,wallet.ui,,wallet.ui.TransactionsAdapter$ItemAnimator
bitcoin-wallet-7.07-prod,TransactionsAdapter$ListItem,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$ListItem
bitcoin-wallet-7.07-prod,TransactionsAdapter$OnClickListener,Service Provider,wallet.ui,,wallet.ui.TransactionsAdapter$OnClickListener
bitcoin-wallet-7.07-prod,TransactionsAdapter$TransactionViewHolder,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$TransactionViewHolder
bitcoin-wallet-7.07-prod,TransactionsAdapter$WarningType,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$WarningType
bitcoin-wallet-7.07-prod,TransactionsAdapter$WarningViewHolder,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$WarningViewHolder
bitcoin-wallet-7.07-prod,WalletActionsFragment,Coordinator,wallet.ui,,wallet.ui.WalletActionsFragment
bitcoin-wallet-7.07-prod,WalletActivity,Interfacer,wallet.ui,,wallet.ui.WalletActivity
bitcoin-wallet-7.07-prod,WalletActivity$QuickReturnBehavior,Service Provider,wallet.ui,,wallet.ui.WalletActivity$QuickReturnBehavior
bitcoin-wallet-7.07-prod,WalletActivityViewModel,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel
bitcoin-wallet-7.07-prod,WalletActivityViewModel$EnterAnimationState,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel$EnterAnimationState
bitcoin-wallet-7.07-prod,WalletActivityViewModel$WalletEncryptedLiveData,Service Provider,wallet.ui,,wallet.ui.WalletActivityViewModel$WalletEncryptedLiveData
bitcoin-wallet-7.07-prod,WalletActivityViewModel$WalletLegacyFallbackLiveData,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel$WalletLegacyFallbackLiveData
bitcoin-wallet-7.07-prod,WalletAddressDialogFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressDialogFragment
bitcoin-wallet-7.07-prod,WalletAddressFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressFragment
bitcoin-wallet-7.07-prod,WalletAddressViewModel,Service Provider,wallet.ui,,wallet.ui.WalletAddressViewModel
bitcoin-wallet-7.07-prod,WalletAddressViewModel$CurrentAddressLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressViewModel$CurrentAddressLiveData
bitcoin-wallet-7.07-prod,WalletAddressesAdapter,Structurer,wallet.ui,,wallet.ui.WalletAddressesAdapter
bitcoin-wallet-7.07-prod,WalletAddressesFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressesFragment
bitcoin-wallet-7.07-prod,WalletAddressesViewModel,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel
bitcoin-wallet-7.07-prod,WalletAddressesViewModel$ImportedAddressesLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel$ImportedAddressesLiveData
bitcoin-wallet-7.07-prod,WalletAddressesViewModel$IssuedReceiveAddressesLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel$IssuedReceiveAddressesLiveData
bitcoin-wallet-7.07-prod,WalletBalanceFragment,Interfacer,wallet.ui,,wallet.ui.WalletBalanceFragment
bitcoin-wallet-7.07-prod,WalletBalanceViewModel,Information Holder,wallet.ui,,wallet.ui.WalletBalanceViewModel
bitcoin-wallet-7.07-prod,WalletDisclaimerFragment,Interfacer,wallet.ui,,wallet.ui.WalletDisclaimerFragment
bitcoin-wallet-7.07-prod,WalletDisclaimerViewModel,Information Holder,wallet.ui,,wallet.ui.WalletDisclaimerViewModel
bitcoin-wallet-7.07-prod,WalletDisclaimerViewModel$DisclaimerEnabledLiveData,Information Holder,wallet.ui,,wallet.ui.WalletDisclaimerViewModel$DisclaimerEnabledLiveData
bitcoin-wallet-7.07-prod,WalletTransactionsFragment,Interfacer,wallet.ui,,wallet.ui.WalletTransactionsFragment
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel,Interfacer,wallet.ui,,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$Direction,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$Direction
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$TransactionsConfidenceLiveData,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData
bitcoin-wallet-7.07-prod,WalletTransactionsViewModel$TransactionsLiveData,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,BackupWalletActivity,Service Provider,wallet.ui.backup,,wallet.ui.backup.BackupWalletActivity
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment$ErrorDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment$ErrorDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,BackupWalletViewModel,Information Holder,wallet.ui.backup,,wallet.ui.backup.BackupWalletViewModel
bitcoin-wallet-7.07-prod,FileAdapter,Structurer,wallet.ui.backup,,wallet.ui.backup.FileAdapter
bitcoin-wallet-7.07-prod,ImportDialogButtonEnablerListener,Service Provider,wallet.ui.backup,,wallet.ui.backup.ImportDialogButtonEnablerListener
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$FailureDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$PermissionDeniedDialogFragment,Service Provider,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$PermissionDeniedDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalActivity,Service Provider,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalActivity
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment$FailureDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletFromExternalDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,RestoreWalletViewModel,Information Holder,wallet.ui.backup,,wallet.ui.backup.RestoreWalletViewModel
bitcoin-wallet-7.07-prod,BlockListAdapter,Structurer,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,BlockListAdapter$ListItem,Structurer,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$ListItem
bitcoin-wallet-7.07-prod,BlockListAdapter$OnClickListener,Service Provider,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$OnClickListener
bitcoin-wallet-7.07-prod,BlockListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,BlockListFragment,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.BlockListFragment
bitcoin-wallet-7.07-prod,BlockListViewModel,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.07-prod,BlockListViewModel$BlocksLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel$BlocksLiveData
bitcoin-wallet-7.07-prod,BlockListViewModel$TransactionsLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,NetworkMonitorActivity,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.NetworkMonitorActivity
bitcoin-wallet-7.07-prod,NetworkMonitorActivity$PagerAdapter,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.NetworkMonitorActivity$PagerAdapter
bitcoin-wallet-7.07-prod,PeerListAdapter,Structurer,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.07-prod,PeerListAdapter$ListItem,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter$ListItem
bitcoin-wallet-7.07-prod,PeerListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,PeerListFragment,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.PeerListFragment
bitcoin-wallet-7.07-prod,PeerListViewModel,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.07-prod,PeerListViewModel$HostnamesLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData
bitcoin-wallet-7.07-prod,PeerListViewModel$PeersLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel$PeersLiveData
bitcoin-wallet-7.07-prod,AboutFragment,Coordinator,wallet.ui.preference,,wallet.ui.preference.AboutFragment
bitcoin-wallet-7.07-prod,DiagnosticsFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.DiagnosticsFragment
bitcoin-wallet-7.07-prod,ExtendedPublicKeyFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.ExtendedPublicKeyFragment
bitcoin-wallet-7.07-prod,PreferenceActivity,Service Provider,wallet.ui.preference,,wallet.ui.preference.PreferenceActivity
bitcoin-wallet-7.07-prod,ResolveDnsTask,Service Provider,wallet.ui.preference,,wallet.ui.preference.ResolveDnsTask
bitcoin-wallet-7.07-prod,SettingsFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.SettingsFragment
bitcoin-wallet-7.07-prod,CameraManager,Information Holder,wallet.ui.scan,,wallet.ui.scan.CameraManager
bitcoin-wallet-7.07-prod,ScanActivity,Interfacer,wallet.ui.scan,,wallet.ui.scan.ScanActivity
bitcoin-wallet-7.07-prod,ScanActivity$AutoFocusRunnable,Service Provider,wallet.ui.scan,,wallet.ui.scan.ScanActivity$AutoFocusRunnable
bitcoin-wallet-7.07-prod,ScanActivity$WarnDialogFragment,Service Provider,wallet.ui.scan,,wallet.ui.scan.ScanActivity$WarnDialogFragment
bitcoin-wallet-7.07-prod,ScanViewModel,Information Holder,wallet.ui.scan,,wallet.ui.scan.ScanViewModel
bitcoin-wallet-7.07-prod,ScannerView,Interfacer,wallet.ui.scan,,wallet.ui.scan.ScannerView
bitcoin-wallet-7.07-prod,DecodePrivateKeyTask,Service Provider,wallet.ui.send,,wallet.ui.send.DecodePrivateKeyTask
bitcoin-wallet-7.07-prod,DeriveKeyTask,Service Provider,wallet.ui.send,,wallet.ui.send.DeriveKeyTask
bitcoin-wallet-7.07-prod,FeeCategory,Information Holder,wallet.ui.send,,wallet.ui.send.FeeCategory
bitcoin-wallet-7.07-prod,MaintenanceDialogFragment,Interfacer,wallet.ui.send,,wallet.ui.send.MaintenanceDialogFragment
bitcoin-wallet-7.07-prod,MaintenanceDialogFragment$State,Information Holder,wallet.ui.send,,wallet.ui.send.MaintenanceDialogFragment$State
bitcoin-wallet-7.07-prod,RaiseFeeDialogFragment,Interfacer,wallet.ui.send,,wallet.ui.send.RaiseFeeDialogFragment
bitcoin-wallet-7.07-prod,RaiseFeeDialogFragment$State,Information Holder,wallet.ui.send,,wallet.ui.send.RaiseFeeDialogFragment$State
bitcoin-wallet-7.07-prod,RaiseFeeViewModel,Information Holder,wallet.ui.send,,wallet.ui.send.RaiseFeeViewModel
bitcoin-wallet-7.07-prod,RequestPaymentRequestTask,Service Provider,wallet.ui.send,,wallet.ui.send.RequestPaymentRequestTask
bitcoin-wallet-7.07-prod,RequestPaymentRequestTask$BluetoothRequestTask,Service Provider,wallet.ui.send,,wallet.ui.send.RequestPaymentRequestTask$BluetoothRequestTask
bitcoin-wallet-7.07-prod,RequestPaymentRequestTask$HttpRequestTask,Service Provider,wallet.ui.send,,wallet.ui.send.RequestPaymentRequestTask$HttpRequestTask
bitcoin-wallet-7.07-prod,RequestPaymentRequestTask$ResultCallback,Service Provider,wallet.ui.send,,wallet.ui.send.RequestPaymentRequestTask$ResultCallback
bitcoin-wallet-7.07-prod,RequestWalletBalanceTask,Interfacer,wallet.ui.send,,wallet.ui.send.RequestWalletBalanceTask
bitcoin-wallet-7.07-prod,RequestWalletBalanceTask$ElectrumServer,Information Holder,wallet.ui.send,,wallet.ui.send.RequestWalletBalanceTask$ElectrumServer
bitcoin-wallet-7.07-prod,RequestWalletBalanceTask$JsonRpcRequest,Information Holder,wallet.ui.send,,wallet.ui.send.RequestWalletBalanceTask$JsonRpcRequest
bitcoin-wallet-7.07-prod,RequestWalletBalanceTask$JsonRpcResponse,Information Holder,wallet.ui.send,,wallet.ui.send.RequestWalletBalanceTask$JsonRpcResponse
bitcoin-wallet-7.07-prod,RequestWalletBalanceTask$ResultCallback,Service Provider,wallet.ui.send,,wallet.ui.send.RequestWalletBalanceTask$ResultCallback
bitcoin-wallet-7.07-prod,SendCoinsActivity,Interfacer,wallet.ui.send,,wallet.ui.send.SendCoinsActivity
bitcoin-wallet-7.07-prod,SendCoinsActivityViewModel,Information Holder,wallet.ui.send,,wallet.ui.send.SendCoinsActivityViewModel
bitcoin-wallet-7.07-prod,SendCoinsFragment,Interfacer,wallet.ui.send,,wallet.ui.send.SendCoinsFragment
bitcoin-wallet-7.07-prod,SendCoinsFragment$ReceivingAddressListener,Service Provider,wallet.ui.send,,wallet.ui.send.SendCoinsFragment$ReceivingAddressListener
bitcoin-wallet-7.07-prod,SendCoinsFragment$ReceivingAddressViewAdapter,Service Provider,wallet.ui.send,,wallet.ui.send.SendCoinsFragment$ReceivingAddressViewAdapter
bitcoin-wallet-7.07-prod,SendCoinsOfflineTask,Service Provider,wallet.ui.send,,wallet.ui.send.SendCoinsOfflineTask
bitcoin-wallet-7.07-prod,SendCoinsViewModel,Information Holder,wallet.ui.send,,wallet.ui.send.SendCoinsViewModel
bitcoin-wallet-7.07-prod,SendCoinsViewModel$State,Information Holder,wallet.ui.send,,wallet.ui.send.SendCoinsViewModel$State
bitcoin-wallet-7.07-prod,SweepWalletActivity,Service Provider,wallet.ui.send,,wallet.ui.send.SweepWalletActivity
bitcoin-wallet-7.07-prod,SweepWalletFragment,Interfacer,wallet.ui.send,,wallet.ui.send.SweepWalletFragment
